GEOID,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,total_population00,median_income00,median_home_value00,educational_attainment_00,white_alone00,black_alone00,native00,asian00,native_hawaiian_pacific_islander00,hispanic_or_latino00
34003006201,"Census Tract 62.01, Bergen County, New Jersey",4416,49883.0,429500.0,1288.0,2307.0,68.0,0.0,602.0,0.0,70.0,74.0,1295.0,4319.999987,50318.00036000001,249300.0029,1356.554443,3063.0002440000007,67.1753006,14.98154163,615.2097778,0.0,528.7034302000002
34003006202,"Census Tract 62.02, Bergen County, New Jersey",5073,81273.0,405900.0,2501.0,2795.0,145.0,0.0,1398.0,14.0,15.0,106.0,600.0,4619.000013,50317.99967,249299.9973,1450.445557,3274.999756,71.8246994,16.01845932,657.7902222,0.0,565.2965697999998
34003006300,"Census Tract 63, Bergen County, New Jersey",8013,54788.0,412300.0,2105.0,3108.0,297.0,0.0,589.0,0.0,21.0,320.0,3678.0,7482.974354000001,42253.00157,219699.9904,1494.219971,4249.1259770000015,184.0562286,10.88504601,790.6501465,0.0,2174.040527
34003007001,"Census Tract 70.01, Bergen County, New Jersey",3899,100250.0,514100.0,1560.0,2146.0,28.0,8.0,1355.0,0.0,0.0,0.0,362.0,3785.0,80508.0,309300.0,1181.0,2820.0,43.0,6.0,739.0,0.0,170.0
34003007002,"Census Tract 70.02, Bergen County, New Jersey",4751,143780.0,745300.0,1979.0,2482.0,86.0,0.0,2068.0,0.0,16.0,27.0,72.0,4598.0,90280.0,377800.0,1655.0,3239.0,47.0,9.0,1117.0,0.0,173.0
34003008000,"Census Tract 80, Bergen County, New Jersey",8745,117164.0,540700.0,3686.0,5641.0,64.0,14.0,2150.0,0.0,0.0,105.0,785.0,7745.809781,84692.00108,280700.0096,2707.933594,5800.857422,78.99806213,11.99970531,1509.962891,0.0,308.99240110000005
34003009100,"Census Tract 91, Bergen County, New Jersey",5007,150139.0,652800.0,2083.0,2961.0,11.0,0.0,1476.0,0.0,0.0,37.0,522.0,4845.0,103286.0,361400.0,1916.0,3616.0,32.0,5.0,1010.0,0.0,167.0
34003009200,"Census Tract 92, Bergen County, New Jersey",3446,168371.0,644700.0,1609.0,2728.0,36.0,6.0,547.0,0.0,0.0,59.0,76.0,3390.0,101836.0,375300.0,1288.0,2909.0,45.0,1.0,333.0,0.0,92.0
34003010100,"Census Tract 101, Bergen County, New Jersey",5864,98987.0,364200.0,1832.0,3953.0,95.0,0.0,900.0,0.0,0.0,100.0,816.0,6265.0,68125.0,203300.0,1345.0,4922.0,76.0,8.0,766.0,0.0,476.0
34003010200,"Census Tract 102, Bergen County, New Jersey",4275,75550.0,348600.0,1049.0,2514.0,146.0,26.0,716.0,0.0,0.0,85.0,805.0,4017.0,54750.0,186800.0,638.0,3153.0,73.0,14.0,373.0,0.0,395.0
34003010300,"Census Tract 103, Bergen County, New Jersey",7649,106750.0,356700.0,2508.0,4640.0,271.0,0.0,1152.0,0.0,0.0,64.0,1522.0,7217.358991,68082.82933,198193.9142,1362.397799,5613.356462,106.1064148,8.008389361,884.9003912999998,0.0,591.9813766
34003011100,"Census Tract 111, Bergen County, New Jersey",4293,68442.0,326100.0,836.0,1969.0,208.0,8.0,401.0,0.0,42.0,145.0,1528.0,4412.0,48125.0,182000.0,789.0,2924.0,130.0,12.0,510.0,0.0,774.0
34003011200,"Census Tract 112, Bergen County, New Jersey",5077,69310.0,353400.0,900.0,2303.0,471.0,0.0,418.0,0.0,33.0,127.0,1725.0,4683.0,51175.0,193500.0,843.0,3241.0,159.0,6.0,593.0,0.0,648.0
34003011300,"Census Tract 113, Bergen County, New Jersey",4240,88045.0,343300.0,1041.0,2447.0,150.0,52.0,325.0,0.0,0.0,183.0,1083.0,4145.0,56078.0,191000.0,452.0,3349.0,52.0,2.0,234.0,0.0,478.0
34003011400,"Census Tract 114, Bergen County, New Jersey",6525,76709.0,375100.0,1490.0,4140.0,274.0,0.0,426.0,34.0,0.0,0.0,1651.0,5685.0,55064.0,207500.0,701.0,4624.0,71.0,16.0,276.0,0.0,635.0
34003012001,"Census Tract 120.01, Bergen County, New Jersey",5933,70769.0,410500.0,1978.0,2885.0,282.0,0.0,896.0,0.0,0.0,46.0,1824.0,5222.000236,50162.99873,196699.994,982.5700073,3840.410889,194.1174927,5.991280556,597.9298096,1.198256135,555.9908447
34003012002,"Census Tract 120.02, Bergen County, New Jersey",3303,81033.0,362500.0,1240.0,2137.0,12.0,34.0,629.0,0.0,0.0,118.0,407.0,3494.000023,50163.00142,196700.0046,657.4299927000002,2569.589355,129.88252260000002,4.008719444,400.0702209,0.801743925,372.0091858
34003013001,"Census Tract 130.01, Bergen County, New Jersey",6526,117681.0,617000.0,3766.0,2320.0,373.0,0.0,3044.0,23.0,23.0,173.0,570.0,2320.914059,62866.44507,198275.381,934.2037811,1406.009922,81.95906019,6.2475130110000014,544.2186899000002,0.292026609,257.1648235
34003013002,"Census Tract 130.02, Bergen County, New Jersey",5472,85288.0,477900.0,2412.0,3249.0,107.0,57.0,1062.0,0.0,0.0,59.0,990.0,5509.741243,63709.03511,199377.3583,2260.920422,3354.759197,194.5774337,14.93698259,1313.495343,0.707897186,572.082056
34003014000,"Census Tract 140, Bergen County, New Jersey",7621,109613.0,465000.0,2281.0,6091.0,29.0,0.0,569.0,0.0,10.0,166.0,756.0,7165.734184,74555.99914,260299.998,2070.9638670000004,6182.026367,50.77844238,8.96090126,582.4586182,0.0,330.5577087
34003015100,"Census Tract 151, Bergen County, New Jersey",2581,138654.0,895100.0,1233.0,2000.0,148.0,9.0,193.0,0.0,45.0,0.0,186.0,2405.0,132867.0,645600.0,1260.0,1841.0,232.0,0.0,166.0,0.0,153.0
34003015200,"Census Tract 152, Bergen County, New Jersey",5922,72315.0,351200.0,1872.0,1337.0,1842.0,1.0,623.0,0.0,14.0,271.0,1834.0,6187.986428,61714.42494,186713.5863,1570.295538,1719.028163,2247.092631,25.01543856,384.3371601,0.0,1778.47622
34003015300,"Census Tract 153, Bergen County, New Jersey",6786,66817.0,299800.0,1111.0,279.0,4125.0,30.0,95.0,0.0,36.0,248.0,1990.0,6175.701105,50111.00056,166200.0054,675.0046997000002,147.0404968,5047.73291,20.72382927,174.67227169999995,1.97369802,771.7159424
34003015400,"Census Tract 154, Bergen County, New Jersey",7041,66483.0,309400.0,2299.0,1604.0,1541.0,48.0,1591.0,0.0,19.0,57.0,2203.0,5268.0,35898.0,166300.0,490.0,617.0,2047.0,4.0,264.0,0.0,2298.0
34003015500,"Census Tract 155, Bergen County, New Jersey",5854,112723.0,593900.0,3070.0,3890.0,535.0,38.0,956.0,0.0,0.0,51.0,384.0,6093.0,85888.0,292100.0,2610.0,4069.0,787.0,6.0,480.0,0.0,692.0
34003016000,"Census Tract 160, Bergen County, New Jersey",5405,131936.0,984700.0,2475.0,2713.0,76.0,20.0,2298.0,0.0,0.0,50.0,248.0,5322.0,106478.0,504800.0,2058.0,3341.0,78.0,3.0,1600.0,0.0,260.0
34003017100,"Census Tract 171, Bergen County, New Jersey",7129,126265.0,450600.0,3675.0,5712.0,1.0,0.0,689.0,0.0,37.0,38.0,652.0,7199.0,73250.0,245200.0,3044.0,6699.0,43.0,8.0,224.0,1.0,181.0
34003017200,"Census Tract 172, Bergen County, New Jersey",6078,83463.0,354600.0,2008.0,3895.0,164.0,18.0,541.0,0.0,0.0,102.0,1372.0,5827.0,60159.0,190300.0,1488.0,4920.0,86.0,5.0,323.0,0.0,465.0
34003017300,"Census Tract 173, Bergen County, New Jersey",6407,117386.0,389600.0,1960.0,4899.0,74.0,36.0,563.0,0.0,39.0,0.0,796.0,5719.0,82050.0,212100.0,1620.0,4996.0,44.0,16.0,282.0,0.0,333.0
34003017400,"Census Tract 174, Bergen County, New Jersey",5530,108667.0,410100.0,2283.0,4011.0,37.0,4.0,865.0,0.0,0.0,75.0,538.0,5458.0,85351.0,227700.0,1910.0,4908.0,18.0,0.0,252.0,0.0,259.0
34003017500,"Census Tract 175, Bergen County, New Jersey",8061,90527.0,372300.0,2478.0,4890.0,112.0,0.0,1402.0,0.0,0.0,30.0,1627.0,7434.0,65754.0,205700.0,2000.0,6214.0,80.0,11.0,593.0,0.0,506.0
34003018100,"Census Tract 181, Bergen County, New Jersey",7222,49615.0,357800.0,792.0,2232.0,37.0,62.0,190.0,0.0,19.0,61.0,4683.0,7015.0,35427.0,188700.0,599.0,3490.0,77.0,15.0,276.0,0.0,2820.0
34003018200,"Census Tract 182, Bergen County, New Jersey",7092,62347.0,348300.0,1421.0,2149.0,292.0,16.0,549.0,0.0,35.0,324.0,3743.0,6240.0,45593.0,191400.0,867.0,3382.0,111.0,30.0,475.0,0.0,2091.0
34003019102,"Census Tract 191.02, Bergen County, New Jersey",3326,85699.0,242000.0,1615.0,1455.0,40.0,17.0,1592.0,0.0,0.0,51.0,171.0,2932.0,52500.0,95700.0,1123.0,1551.0,58.0,3.0,1076.0,0.0,218.0
34003019103,"Census Tract 191.03, Bergen County, New Jersey",4003,65852.0,115200.0,1611.0,1389.0,269.0,29.0,1530.0,0.0,5.0,187.0,594.0,3807.9998200000014,50631.99981,96499.99693,1478.085327,1825.781006,138.2708588,5.04638195,1500.289307,0.0,320.4452515000001
34003019104,"Census Tract 191.04, Bergen County, New Jersey",4030,65972.0,277200.0,1707.0,1463.0,67.0,0.0,2086.0,0.0,0.0,116.0,298.0,3737.999955,50632.00061,96499.99732,1450.914673,1792.218872,135.729126,4.953617573,1472.710571,0.0,314.5547180000001
34003019202,"Census Tract 192.02, Bergen County, New Jersey",1772,67250.0,380000.0,686.0,572.0,0.0,4.0,624.0,3.0,12.0,56.0,501.0,1368.0,42357.0,217200.0,415.0,626.0,37.0,2.0,508.0,0.0,185.0
34003019203,"Census Tract 192.03, Bergen County, New Jersey",3095,54122.0,189700.0,1485.0,1856.0,0.0,0.0,998.0,0.0,0.0,38.0,203.0,3019.0,52014.9993,121899.9982,972.6466675,1951.912964,38.83525848,3.530478001,759.9353637999999,0.8826195,243.6029816
34003019204,"Census Tract 192.04, Bergen County, New Jersey",3600,60357.0,253700.0,1723.0,1364.0,95.0,15.0,1611.0,0.0,0.0,108.0,407.0,3822.0,52015.00055,121900.0014,1231.3532710000004,2471.086914,49.16474152,4.469521999,962.0646362,1.1173805,308.3970032
34003019303,"Census Tract 193.03, Bergen County, New Jersey",5378,64636.0,456700.0,2396.0,1468.0,93.0,0.0,2936.0,0.0,50.0,77.0,754.0,5648.000129,58271.00014,265299.9861,1835.124634,2661.677734,70.63395691,10.1875906,2365.558594,0.0,483.5709534
34003019304,"Census Tract 193.04, Bergen County, New Jersey",2672,75208.0,599900.0,674.0,1452.0,5.0,0.0,648.0,0.0,7.0,14.0,546.0,2668.0001190000007,58270.99838,265300.0046,866.8754882999998,1257.322266,33.36604309,4.812409878,1117.44165,0.0,228.4290619
34003019305,"Census Tract 193.05, Bergen County, New Jersey",6614,101969.0,390600.0,3771.0,3454.0,36.0,0.0,2575.0,9.0,0.0,56.0,484.0,6008.370648,82300.14284,262896.4674,2762.627817,4413.499189,49.03213466,5.6840646989999986,1158.652269,7.61952e-05,347.4017458
34003019306,"Census Tract 193.06, Bergen County, New Jersey",2117,127614.0,759500.0,1158.0,1265.0,42.0,2.0,585.0,0.0,0.0,0.0,223.0,2374.999971,82301.99782,262900.0037,1092.028198,1744.605713,19.37514687,2.246393919,457.983551,0.0,137.3108215
34003020100,"Census Tract 201, Bergen County, New Jersey",4152,143871.0,786400.0,1881.0,3394.0,100.0,5.0,231.0,0.0,20.0,137.0,265.0,3808.0,101006.0,462900.0,1192.0,3386.0,41.0,8.0,235.0,0.0,118.0
34003020200,"Census Tract 202, Bergen County, New Jersey",6658,182763.0,1023600.0,3060.0,5473.0,106.0,0.0,541.0,38.0,0.0,50.0,450.0,6614.0,156315.0,699000.0,2453.0,5899.0,72.0,7.0,454.0,0.0,168.0
34003021100,"Census Tract 211, Bergen County, New Jersey",6869,47112.0,363900.0,808.0,4832.0,99.0,0.0,144.0,6.0,26.0,109.0,1653.0,6557.0,49024.0,184800.0,666.0,5317.0,111.0,22.0,181.0,1.0,885.0
34003021200,"Census Tract 212, Bergen County, New Jersey",5947,57237.0,333700.0,893.0,3810.0,115.0,0.0,134.0,0.0,0.0,9.0,1879.0,5045.0,41646.0,178500.0,483.0,4097.0,87.0,5.0,111.0,0.0,705.0
34003021300,"Census Tract 213, Bergen County, New Jersey",4502,50918.0,315900.0,625.0,2828.0,72.0,0.0,187.0,0.0,0.0,188.0,1227.0,4261.0,44241.0,170300.0,403.0,3221.0,90.0,11.0,160.0,0.0,761.0
34003021400,"Census Tract 214, Bergen County, New Jersey",4668,48419.0,343400.0,770.0,2634.0,335.0,4.0,219.0,0.0,0.0,56.0,1420.0,4674.0,45475.0,195700.0,582.0,3390.0,232.0,17.0,167.0,0.0,829.0
34003021500,"Census Tract 215, Bergen County, New Jersey",4742,39627.0,325000.0,469.0,1785.0,437.0,45.0,9.0,0.0,0.0,19.0,2447.0,4857.0,37679.0,173300.0,325.0,3058.0,189.0,16.0,100.0,0.0,1376.0
34003021600,"Census Tract 216, Bergen County, New Jersey",4728,46513.0,265400.0,294.0,1735.0,181.0,8.0,78.0,0.0,49.0,5.0,2680.0,4392.0,40426.0,168100.0,380.0,2477.0,191.0,19.0,164.0,0.0,1433.0
34003022100,"Census Tract 221, Bergen County, New Jersey",3970,159091.0,614700.0,1928.0,3338.0,16.0,0.0,400.0,0.0,0.0,0.0,216.0,4037.678307,100416.029,334142.6109,1649.910957,3611.534071,142.3827126,7.022741985,186.8693911,2.0,79.83755231
34003022200,"Census Tract 222, Bergen County, New Jersey",7917,159375.0,608800.0,3614.0,6289.0,70.0,0.0,812.0,0.0,0.0,143.0,603.0,7531.0,105726.0,309900.0,3072.0,6569.0,85.0,7.0,611.0,0.0,236.0
34003023100,"Census Tract 231, Bergen County, New Jersey",3436,55886.0,258500.0,674.0,581.0,720.0,58.0,207.0,0.0,15.0,87.0,1781.0,2988.0,42213.0,145700.0,623.0,814.0,636.0,15.0,335.0,0.0,1159.0
34003023200,"Census Tract 232, Bergen County, New Jersey",6632,51739.0,300900.0,2015.0,2423.0,1526.0,40.0,554.0,0.0,0.0,92.0,1997.0,6513.0,51601.0,158900.0,1773.0,3189.0,1531.0,16.0,596.0,0.0,1118.0
34003023301,"Census Tract 233.01, Bergen County, New Jersey",2981,108421.0,355300.0,760.0,1329.0,539.0,0.0,218.0,0.0,42.0,46.0,807.0,2735.000028,60408.99887999999,181600.0051,976.2554321,1777.304565,400.8957825,7.423995972,207.5006866,0.0,310.3230286000001
34003023302,"Census Tract 233.02, Bergen County, New Jersey",5015,60838.0,226700.0,2044.0,2633.0,924.0,12.0,669.0,0.0,0.0,45.0,744.0,4632.999972,60409.00066000001,181600.0067,1653.744507,3010.695313,679.1042480000001,12.57600403,351.4993286,0.0,525.6770019999999
34003023401,"Census Tract 234.01, Bergen County, New Jersey",3857,71197.0,,1631.0,989.0,838.0,74.0,1243.0,0.0,30.0,100.0,653.0,3586.0,51450.0,98700.0,1029.0,1708.0,662.0,17.0,547.0,0.0,616.0
34003023402,"Census Tract 234.02, Bergen County, New Jersey",6351,48615.0,336500.0,1247.0,1417.0,1394.0,18.0,730.0,0.0,0.0,47.0,2745.0,5484.0,45050.0,181600.0,864.0,1846.0,1399.0,30.0,547.0,0.0,1617.0
34003023501,"Census Tract 235.01, Bergen County, New Jersey",3559,52337.0,238600.0,629.0,375.0,1636.0,17.0,127.0,0.0,26.0,98.0,1287.0,3728.9999020000014,48440.00105,141000.0014,701.0827637,950.4672852,1712.651489,10.40987968,173.34712219999997,0.0,867.6408081000002
34003023502,"Census Tract 235.02, Bergen County, New Jersey",4164,60091.0,219000.0,1169.0,1348.0,1125.0,0.0,262.0,0.0,0.0,35.0,1394.0,4510.000098,48439.99914,140999.9989,847.9172363,1149.532715,2071.348389,12.59012032,209.65287780000003,0.0,1049.3591310000004
34003023601,"Census Tract 236.01, Bergen County, New Jersey",3063,56471.0,270200.0,534.0,1058.0,567.0,26.0,116.0,0.0,12.0,0.0,1310.0,3248.999932,42954.0005,170199.99899999998,269.5075684,981.6956787,598.6508789,8.792446136,155.5880585,0.0,1451.900391
34003023602,"Census Tract 236.02, Bergen County, New Jersey",5213,46667.0,303000.0,586.0,802.0,664.0,16.0,239.0,0.0,22.0,43.0,3434.0,5249.999814,42954.00067,170200.0048,435.4924011,1586.304199,967.3490601,14.20755291,251.41192630000003,0.0,2346.099365
34003024100,"Census Tract 241, Bergen County, New Jersey",5942,133750.0,740400.0,2407.0,4213.0,198.0,0.0,1137.0,0.0,0.0,107.0,287.0,5482.0,102127.0,429100.0,1833.0,4412.0,34.0,14.0,869.0,0.0,151.0
34003024200,"Census Tract 242, Bergen County, New Jersey",4790,136313.0,600900.0,1942.0,3461.0,34.0,0.0,818.0,0.0,0.0,97.0,380.0,4740.0,100302.0,344000.0,1820.0,3869.0,32.0,3.0,702.0,0.0,122.0
34003025100,"Census Tract 251, Bergen County, New Jersey",6320,75000.0,369400.0,1649.0,4021.0,93.0,0.0,1083.0,0.0,0.0,130.0,993.0,5925.0,65120.0,217700.0,1460.0,4544.0,152.0,7.0,560.0,1.0,619.0
34003025200,"Census Tract 252, Bergen County, New Jersey",5804,102935.0,428200.0,1891.0,4797.0,46.0,0.0,475.0,0.0,0.0,0.0,486.0,5737.0,63482.0,214600.0,1026.0,5067.0,57.0,5.0,260.0,0.0,345.0
34003026100,"Census Tract 261, Bergen County, New Jersey",4820,119853.0,498900.0,1617.0,3864.0,30.0,0.0,316.0,0.0,8.0,39.0,563.0,4497.0,78526.0,274800.0,1370.0,4053.0,28.0,9.0,201.0,0.0,204.0
34003026200,"Census Tract 262, Bergen County, New Jersey",5634,114485.0,530400.0,2025.0,4624.0,108.0,26.0,460.0,0.0,0.0,0.0,442.0,5590.0,87094.0,312100.0,1795.0,4930.0,79.0,5.0,342.0,0.0,225.0
34003027000,"Census Tract 270, Bergen County, New Jersey",4139,163988.0,716800.0,2067.0,3476.0,1.0,0.0,213.0,0.0,0.0,87.0,362.0,4089.735423,129505.7771,459607.0518,1904.72803,3722.3516270000014,24.27986279,6.025442073,247.4501982,7.0,81.61557162
34003028001,"Census Tract 280.01, Bergen County, New Jersey",5412,74077.0,453100.0,2243.0,1585.0,55.0,2.0,2671.0,0.0,0.0,81.0,1018.0,5144.0,66598.0,248500.0,1708.0,2703.0,162.0,11.0,1537.0,0.0,701.0
34003028002,"Census Tract 280.02, Bergen County, New Jersey",3725,101761.0,503000.0,1611.0,1917.0,27.0,0.0,1025.0,0.0,0.0,231.0,525.0,3770.0,84901.0,307300.0,1396.0,2420.0,64.0,2.0,839.0,0.0,434.0
34003029100,"Census Tract 291, Bergen County, New Jersey",4995,52331.0,291400.0,1336.0,1824.0,150.0,6.0,1969.0,0.0,0.0,124.0,922.0,4396.0,48004.0,163700.0,997.0,1951.0,369.0,8.0,1347.0,1.0,620.0
34003029200,"Census Tract 292, Bergen County, New Jersey",5873,71815.0,344400.0,1072.0,2628.0,24.0,0.0,1287.0,0.0,0.0,53.0,1881.0,6404.0,51146.0,207600.0,875.0,4553.0,148.0,20.0,627.0,3.0,1021.0
34003030100,"Census Tract 301, Bergen County, New Jersey",5391,51331.0,354800.0,863.0,2571.0,293.0,0.0,501.0,0.0,0.0,39.0,1987.0,5073.0,39503.0,174800.0,565.0,3391.0,163.0,23.0,488.0,0.0,954.0
34003030200,"Census Tract 302, Bergen County, New Jersey",7148,45235.0,377400.0,1180.0,3326.0,729.0,14.0,425.0,0.0,0.0,79.0,2575.0,7059.0,44838.0,193900.0,879.0,4848.0,322.0,10.0,403.0,0.0,1416.0
34003030300,"Census Tract 303, Bergen County, New Jersey",4396,52292.0,338600.0,762.0,1960.0,214.0,0.0,447.0,0.0,0.0,35.0,1740.0,4555.0,44200.0,183200.0,640.0,3267.0,124.0,12.0,354.0,0.0,755.0
34003030400,"Census Tract 304, Bergen County, New Jersey",7719,62198.0,331700.0,1214.0,3230.0,478.0,97.0,1164.0,0.0,0.0,89.0,2758.0,7284.0,46667.0,188300.0,1097.0,4771.0,264.0,25.0,985.0,0.0,1184.0
34003031100,"Census Tract 311, Bergen County, New Jersey",5684,69669.0,370700.0,1850.0,3036.0,86.0,0.0,781.0,0.0,53.0,48.0,1680.0,4398.0,50152.0,192600.0,677.0,3478.0,15.0,7.0,401.0,0.0,415.0
34003031200,"Census Tract 312, Bergen County, New Jersey",4636,60975.0,347400.0,1139.0,3496.0,30.0,19.0,173.0,0.0,8.0,26.0,884.0,4644.0,54810.0,194000.0,797.0,3868.0,45.0,8.0,270.0,0.0,429.0
34003031300,"Census Tract 313, Bergen County, New Jersey",5259,74572.0,365200.0,939.0,4103.0,34.0,0.0,370.0,0.0,27.0,36.0,689.0,4967.0,56496.0,194000.0,685.0,4263.0,40.0,4.0,162.0,0.0,447.0
34003031400,"Census Tract 314, Bergen County, New Jersey",6003,72021.0,361800.0,1213.0,4385.0,62.0,0.0,257.0,0.0,16.0,69.0,1214.0,5374.0,51014.0,188900.0,958.0,4557.0,38.0,6.0,274.0,0.0,453.0
34003032102,"Census Tract 321.02, Bergen County, New Jersey",5802,121154.0,749400.0,2263.0,4763.0,384.0,0.0,376.0,0.0,0.0,59.0,220.0,5626.087568999998,103113.6437,456769.3715,2056.7639480000007,5208.76601,31.01902214,10.01647624,252.2018136,0.0,102.0877442
34003032103,"Census Tract 321.03, Bergen County, New Jersey",4970,101543.0,360600.0,2365.0,3641.0,115.0,0.0,815.0,0.0,0.0,0.0,399.0,4831.999872,69759.99912000001,193000.0019,1420.475708,3913.604248,217.9849548,73.25724029999998,329.9553833,0.0,270.99221800000004
34003032104,"Census Tract 321.04, Bergen County, New Jersey",5305,99185.0,410700.0,560.0,3497.0,376.0,35.0,419.0,23.0,14.0,125.0,821.0,3280.999886,69760.00292,193000.0056,964.5241699,2657.395508,148.0150299,49.74275589,224.0446167,0.0,184.0077515
34003032201,"Census Tract 322.01, Bergen County, New Jersey",5714,117241.0,569400.0,2512.0,4314.0,15.0,0.0,956.0,0.0,0.0,55.0,374.0,5359.000127,82007.0003,284299.9935,1898.065674,4555.772949,85.6153183,31.13284302,423.9255371,0.0,244.39282230000003
34003032202,"Census Tract 322.02, Bergen County, New Jersey",4643,85764.0,416000.0,1990.0,3679.0,56.0,3.0,554.0,0.0,0.0,60.0,291.0,4968.999873,82006.99968,284300.007,1759.934326,4224.227051,79.3846817,28.86715698,393.0744629,0.0,226.6071777
34003033100,"Census Tract 331, Bergen County, New Jersey",3578,100948.0,372400.0,1041.0,2470.0,51.0,9.0,216.0,0.0,0.0,61.0,771.0,3640.0,70064.0,194100.0,869.0,3015.0,56.0,9.0,195.0,0.0,349.0
34003033200,"Census Tract 332, Bergen County, New Jersey",2667,101250.0,370100.0,764.0,1784.0,94.0,0.0,219.0,0.0,12.0,45.0,513.0,2568.0,67083.0,204000.0,489.0,2047.0,61.0,3.0,186.0,0.0,261.0
34003033300,"Census Tract 333, Bergen County, New Jersey",3481,61631.0,379100.0,837.0,1802.0,136.0,0.0,805.0,0.0,0.0,47.0,691.0,3315.0,51159.0,213300.0,841.0,2268.0,147.0,6.0,336.0,0.0,505.0
34003034000,"Census Tract 340, Bergen County, New Jersey",7283,99436.0,456000.0,2725.0,6200.0,4.0,0.0,105.0,49.0,0.0,132.0,793.0,6947.0,76462.0,253900.0,1894.0,6461.0,37.0,5.0,172.0,1.0,256.0
34003035100,"Census Tract 351, Bergen County, New Jersey",8285,111436.0,600500.0,3199.0,6178.0,101.0,4.0,1073.0,0.0,0.0,0.0,929.0,7050.763257,92984.33507,338696.9244,2671.446275,6372.6839,36.21043238,14.042799800000004,388.5849307,0.0,218.2376277
